"STATISTIC Label","Month","Taxation Class","UNIT","VALUE"
"Vehicles Licensed for the First Time","2017 July","New Tractors","Number","178"
"Vehicles Licensed for the First Time","2017 July","New Motor Cycles","Number","172"
"Vehicles Licensed for the First Time","2017 July","New Exempt Vehicles","Number","798"
"Vehicles Licensed for the First Time","2017 July","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","147"
"Vehicles Licensed for the First Time","2017 July","Secondhand Vehicles","Number","9678"
"Vehicles Licensed for the First Time","2017 July","Secondhand Private Cars","Number","7598"
"Vehicles Licensed for the First Time","2017 July","Secondhand Goods Vehicles","Number","1106"
"Vehicles Licensed for the First Time","2017 July","Secondhand Tractors","Number","173"
"Vehicles Licensed for the First Time","2017 July","Secondhand Other Vehicles","Number","488"
"Vehicles Licensed for the First Time","2017 July","Secondhand Motor Cycles","Number","313"
"Vehicles Licensed for the First Time","2017 August","All Vehicles","Number","21551"
"Vehicles Licensed for the First Time","2017 August","New Vehicles","Number","11226"
"Vehicles Licensed for the First Time","2017 August","New Private Cars","Number","8105"
"Vehicles Licensed for the First Time","2017 August","New Goods Vehicles","Number","2080"
"Vehicles Licensed for the First Time","2017 August","New Tractors","Number","147"
"Vehicles Licensed for the First Time","2017 August","New Motor Cycles","Number","129"
"Vehicles Licensed for the First Time","2017 August","New Exempt Vehicles","Number","638"
"Vehicles Licensed for the First Time","2017 August","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","127"
"Vehicles Licensed for the First Time","2017 August","Secondhand Vehicles","Number","10325"
"Vehicles Licensed for the First Time","2017 August","Secondhand Private Cars","Number","8220"
"Vehicles Licensed for the First Time","2017 August","Secondhand Goods Vehicles","Number","1069"
"Vehicles Licensed for the First Time","2017 August","Secondhand Tractors","Number","199"
"Vehicles Licensed for the First Time","2017 August","Secondhand Other Vehicles","Number","519"
"Vehicles Licensed for the First Time","2017 August","Secondhand Motor Cycles","Number","318"
"Vehicles Licensed for the First Time","2017 September","All Vehicles","Number","17605"
"Vehicles Licensed for the First Time","2017 September","New Vehicles","Number","7219"
"Vehicles Licensed for the First Time","2017 September","New Private Cars","Number","4828"
"Vehicles Licensed for the First Time","2017 September","New Goods Vehicles","Number","1699"
"Vehicles Licensed for the First Time","2017 September","New Tractors","Number","105"
"Vehicles Licensed for the First Time","2017 September","New Motor Cycles","Number","104"
"Vehicles Licensed for the First Time","2017 September","New Exempt Vehicles","Number","378"
"Vehicles Licensed for the First Time","2017 September","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","105"
"Vehicles Licensed for the First Time","2017 September","Secondhand Vehicles","Number","10386"
"Vehicles Licensed for the First Time","2017 September","Secondhand Private Cars","Number","8327"
"Vehicles Licensed for the First Time","2017 September","Secondhand Goods Vehicles","Number","1141"
"Vehicles Licensed for the First Time","2017 September","Secondhand Tractors","Number","171"
"Vehicles Licensed for the First Time","2017 September","Secondhand Other Vehicles","Number","491"
"Vehicles Licensed for the First Time","2017 September","Secondhand Motor Cycles","Number","256"
"Vehicles Licensed for the First Time","2017 October","All Vehicles","Number","16104"
"Vehicles Licensed for the First Time","2017 October","New Vehicles","Number","5340"
"Vehicles Licensed for the First Time","2017 October","New Private Cars","Number","3255"
"Vehicles Licensed for the First Time","2017 October","New Goods Vehicles","Number","1466"
"Vehicles Licensed for the First Time","2017 October","New Tractors","Number","93"
"Vehicles Licensed for the First Time","2017 October","New Motor Cycles","Number","81"
"Vehicles Licensed for the First Time","2017 October","New Exempt Vehicles","Number","342"
"Vehicles Licensed for the First Time","2017 October","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","103"
"Vehicles Licensed for the First Time","2017 October","Secondhand Vehicles","Number","10764"
"Vehicles Licensed for the First Time","2017 October","Secondhand Private Cars","Number","8644"
"Vehicles Licensed for the First Time","2017 October","Secondhand Goods Vehicles","Number","1244"
"Vehicles Licensed for the First Time","2017 October","Secondhand Tractors","Number","194"
"Vehicles Licensed for the First Time","2017 October","Secondhand Other Vehicles","Number","439"
"Vehicles Licensed for the First Time","2017 October","Secondhand Motor Cycles","Number","243"
"Vehicles Licensed for the First Time","2017 November","All Vehicles","Number","13775"
"Vehicles Licensed for the First Time","2017 November","New Vehicles","Number","3165"
"Vehicles Licensed for the First Time","2017 November","New Private Cars","Number","1594"
"Vehicles Licensed for the First Time","2017 November","New Goods Vehicles","Number","1172"
"Vehicles Licensed for the First Time","2017 November","New Tractors","Number","95"
"Vehicles Licensed for the First Time","2017 November","New Motor Cycles","Number","80"
"Vehicles Licensed for the First Time","2017 November","New Exempt Vehicles","Number","140"
"Vehicles Licensed for the First Time","2017 November","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","84"
"Vehicles Licensed for the First Time","2017 November","Secondhand Vehicles","Number","10610"
"Vehicles Licensed for the First Time","2017 November","Secondhand Private Cars","Number","8415"
"Vehicles Licensed for the First Time","2017 November","Secondhand Goods Vehicles","Number","1318"
"Vehicles Licensed for the First Time","2017 November","Secondhand Tractors","Number","193"
"Vehicles Licensed for the First Time","2017 November","Secondhand Other Vehicles","Number","463"
"Vehicles Licensed for the First Time","2017 November","Secondhand Motor Cycles","Number","221"
"Vehicles Licensed for the First Time","2017 December","All Vehicles","Number","9513"
"Vehicles Licensed for the First Time","2017 December","New Vehicles","Number","1390"
"Vehicles Licensed for the First Time","2017 December","New Private Cars","Number","601"
"Vehicles Licensed for the First Time","2017 December","New Goods Vehicles","Number","593"
"Vehicles Licensed for the First Time","2017 December","New Tractors","Number","54"
"Vehicles Licensed for the First Time","2017 December","New Motor Cycles","Number","31"
"Vehicles Licensed for the First Time","2017 December","New Exempt Vehicles","Number","75"
"Vehicles Licensed for the First Time","2017 December","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","36"
"Vehicles Licensed for the First Time","2017 December","Secondhand Vehicles","Number","8123"
"Vehicles Licensed for the First Time","2017 December","Secondhand Private Cars","Number","6359"
"Vehicles Licensed for the First Time","2017 December","Secondhand Goods Vehicles","Number","1069"
"Vehicles Licensed for the First Time","2017 December","Secondhand Tractors","Number","146"
"Vehicles Licensed for the First Time","2017 December","Secondhand Other Vehicles","Number","385"
"Vehicles Licensed for the First Time","2017 December","Secondhand Motor Cycles","Number","164"
"Vehicles Licensed for the First Time","2018 January","All Vehicles","Number","40139"
"Vehicles Licensed for the First Time","2018 January","New Vehicles","Number","30111"
"Vehicles Licensed for the First Time","2018 January","New Private Cars","Number","25813"
"Vehicles Licensed for the First Time","2018 January","New Goods Vehicles","Number","3032"
"Vehicles Licensed for the First Time","2018 January","New Tractors","Number","239"
"Vehicles Licensed for the First Time","2018 January","New Motor Cycles","Number","148"
"Vehicles Licensed for the First Time","2018 January","New Exempt Vehicles","Number","751"
"Vehicles Licensed for the First Time","2018 January","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","128"
"Vehicles Licensed for the First Time","2018 January","Secondhand Vehicles","Number","10028"
"Vehicles Licensed for the First Time","2018 January","Secondhand Private Cars","Number","8025"
"Vehicles Licensed for the First Time","2018 January","Secondhand Goods Vehicles","Number","1222"
"Vehicles Licensed for the First Time","2018 January","Secondhand Tractors","Number","197"
"Vehicles Licensed for the First Time","2018 January","Secondhand Other Vehicles","Number","399"
"Vehicles Licensed for the First Time","2018 January","Secondhand Motor Cycles","Number","185"
"Vehicles Licensed for the First Time","2018 February","All Vehicles","Number","31494"
"Vehicles Licensed for the First Time","2018 February","New Vehicles","Number","20782"
"Vehicles Licensed for the First Time","2018 February","New Private Cars","Number","16501"
"Vehicles Licensed for the First Time","2018 February","New Goods Vehicles","Number","3103"
"Vehicles Licensed for the First Time","2018 February","New Tractors","Number","193"
"Vehicles Licensed for the First Time","2018 February","New Motor Cycles","Number","116"
"Vehicles Licensed for the First Time","2018 February","New Exempt Vehicles","Number","688"
"Vehicles Licensed for the First Time","2018 February","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","181"
"Vehicles Licensed for the First Time","2018 February","Secondhand Vehicles","Number","10712"
"Vehicles Licensed for the First Time","2018 February","Secondhand Private Cars","Number","8603"
"Vehicles Licensed for the First Time","2018 February","Secondhand Goods Vehicles","Number","1245"
"Vehicles Licensed for the First Time","2018 February","Secondhand Tractors","Number","184"
"Vehicles Licensed for the First Time","2018 February","Secondhand Other Vehicles","Number","453"
"Vehicles Licensed for the First Time","2018 February","Secondhand Motor Cycles","Number","227"
"Vehicles Licensed for the First Time","2018 March","All Vehicles","Number","29725"
"Vehicles Licensed for the First Time","2018 March","New Vehicles","Number","19681"
"Vehicles Licensed for the First Time","2018 March","New Private Cars","Number","16088"
"Vehicles Licensed for the First Time","2018 March","New Goods Vehicles","Number","2428"
"Vehicles Licensed for the First Time","2018 March","New Tractors","Number","200"
"Vehicles Licensed for the First Time","2018 March","New Motor Cycles","Number","152"
"Vehicles Licensed for the First Time","2018 March","New Exempt Vehicles","Number","647"
"Vehicles Licensed for the First Time","2018 March","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","166"
"Vehicles Licensed for the First Time","2018 March","Secondhand Vehicles","Number","10044"
"Vehicles Licensed for the First Time","2018 March","Secondhand Private Cars","Number","8078"
"Vehicles Licensed for the First Time","2018 March","Secondhand Goods Vehicles","Number","1139"
"Vehicles Licensed for the First Time","2018 March","Secondhand Tractors","Number","163"
"Vehicles Licensed for the First Time","2018 March","Secondhand Other Vehicles","Number","431"
"Vehicles Licensed for the First Time","2018 March","Secondhand Motor Cycles","Number","233"
"Vehicles Licensed for the First Time","2018 April","All Vehicles","Number","26792"
"Vehicles Licensed for the First Time","2018 April","New Vehicles","Number","15589"
"Vehicles Licensed for the First Time","2018 April","New Private Cars","Number","11557"
"Vehicles Licensed for the First Time","2018 April","New Goods Vehicles","Number","2819"
"Vehicles Licensed for the First Time","2018 April","New Tractors","Number","207"
"Vehicles Licensed for the First Time","2018 April","New Motor Cycles","Number","140"
"Vehicles Licensed for the First Time","2018 April","New Exempt Vehicles","Number","687"
"Vehicles Licensed for the First Time","2018 April","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","179"
"Vehicles Licensed for the First Time","2018 April","Secondhand Vehicles","Number","11203"
"Vehicles Licensed for the First Time","2018 April","Secondhand Private Cars","Number","8671"
"Vehicles Licensed for the First Time","2018 April","Secondhand Goods Vehicles","Number","1425"
"Vehicles Licensed for the First Time","2018 April","Secondhand Tractors","Number","203"
"Vehicles Licensed for the First Time","2018 April","Secondhand Other Vehicles","Number","565"
"Vehicles Licensed for the First Time","2018 April","Secondhand Motor Cycles","Number","339"
"Vehicles Licensed for the First Time","2018 May","All Vehicles","Number","24481"
"Vehicles Licensed for the First Time","2018 May","New Vehicles","Number","13015"
"Vehicles Licensed for the First Time","2018 May","New Private Cars","Number","9362"
"Vehicles Licensed for the First Time","2018 May","New Goods Vehicles","Number","2539"
"Vehicles Licensed for the First Time","2018 May","New Tractors","Number","243"
"Vehicles Licensed for the First Time","2018 May","New Motor Cycles","Number","154"
"Vehicles Licensed for the First Time","2018 May","New Exempt Vehicles","Number","541"
"Vehicles Licensed for the First Time","2018 May","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","176"
"Vehicles Licensed for the First Time","2018 May","Secondhand Vehicles","Number","11466"
"Vehicles Licensed for the First Time","2018 May","Secondhand Private Cars","Number","8822"
"Vehicles Licensed for the First Time","2018 May","Secondhand Goods Vehicles","Number","1416"
"Vehicles Licensed for the First Time","2018 May","Secondhand Tractors","Number","237"
"Vehicles Licensed for the First Time","2018 May","Secondhand Other Vehicles","Number","617"
"Vehicles Licensed for the First Time","2018 May","Secondhand Motor Cycles","Number","374"
"Vehicles Licensed for the First Time","2018 June","All Vehicles","Number","16391"
"Vehicles Licensed for the First Time","2018 June","New Vehicles","Number","5999"
"Vehicles Licensed for the First Time","2018 June","New Private Cars","Number","3716"
"Vehicles Licensed for the First Time","2018 June","New Goods Vehicles","Number","1649"
"Vehicles Licensed for the First Time","2018 June","New Tractors","Number","156"
"Vehicles Licensed for the First Time","2018 June","New Motor Cycles","Number","125"
"Vehicles Licensed for the First Time","2018 June","New Exempt Vehicles","Number","196"
"Vehicles Licensed for the First Time","2018 June","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","157"
"Vehicles Licensed for the First Time","2018 June","Secondhand Vehicles","Number","10392"
"Vehicles Licensed for the First Time","2018 June","Secondhand Private Cars","Number","8073"
"Vehicles Licensed for the First Time","2018 June","Secondhand Goods Vehicles","Number","1189"
"Vehicles Licensed for the First Time","2018 June","Secondhand Tractors","Number","208"
"Vehicles Licensed for the First Time","2018 June","Secondhand Other Vehicles","Number","532"
"Vehicles Licensed for the First Time","2018 June","Secondhand Motor Cycles","Number","390"
"Vehicles Licensed for the First Time","2018 July","All Vehicles","Number","35534"
"Vehicles Licensed for the First Time","2018 July","New Vehicles","Number","24907"
"Vehicles Licensed for the First Time","2018 July","New Private Cars","Number","20743"
"Vehicles Licensed for the First Time","2018 July","New Goods Vehicles","Number","2507"
"Vehicles Licensed for the First Time","2018 July","New Tractors","Number","210"
"Vehicles Licensed for the First Time","2018 July","New Motor Cycles","Number","209"
"Vehicles Licensed for the First Time","2018 July","New Exempt Vehicles","Number","954"
"Vehicles Licensed for the First Time","2018 July","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","284"
"Vehicles Licensed for the First Time","2018 July","Secondhand Vehicles","Number","10627"
"Vehicles Licensed for the First Time","2018 July","Secondhand Private Cars","Number","8202"
"Vehicles Licensed for the First Time","2018 July","Secondhand Goods Vehicles","Number","1337"
"Vehicles Licensed for the First Time","2018 July","Secondhand Tractors","Number","194"
"Vehicles Licensed for the First Time","2018 July","Secondhand Other Vehicles","Number","563"
"Vehicles Licensed for the First Time","2018 July","Secondhand Motor Cycles","Number","331"
"Vehicles Licensed for the First Time","2018 August","All Vehicles","Number","21782"
"Vehicles Licensed for the First Time","2018 August","New Vehicles","Number","11022"
"Vehicles Licensed for the First Time","2018 August","New Private Cars","Number","7681"
"Vehicles Licensed for the First Time","2018 August","New Goods Vehicles","Number","2277"
"Vehicles Licensed for the First Time","2018 August","New Tractors","Number","171"
"Vehicles Licensed for the First Time","2018 August","New Motor Cycles","Number","170"
"Vehicles Licensed for the First Time","2018 August","New Exempt Vehicles","Number","593"
"Vehicles Licensed for the First Time","2018 August","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","130"
"Vehicles Licensed for the First Time","2018 August","Secondhand Vehicles","Number","10760"
"Vehicles Licensed for the First Time","2018 August","Secondhand Private Cars","Number","8586"
"Vehicles Licensed for the First Time","2018 August","Secondhand Goods Vehicles","Number","1157"
"Vehicles Licensed for the First Time","2018 August","Secondhand Tractors","Number","169"
"Vehicles Licensed for the First Time","2018 August","Secondhand Other Vehicles","Number","540"
"Vehicles Licensed for the First Time","2018 August","Secondhand Motor Cycles","Number","308"
"Vehicles Licensed for the First Time","2018 September","All Vehicles","Number","17116"
"Vehicles Licensed for the First Time","2018 September","New Vehicles","Number","6809"
"Vehicles Licensed for the First Time","2018 September","New Private Cars","Number","4397"
"Vehicles Licensed for the First Time","2018 September","New Goods Vehicles","Number","1690"
"Vehicles Licensed for the First Time","2018 September","New Tractors","Number","111"
"Vehicles Licensed for the First Time","2018 September","New Motor Cycles","Number","109"
"Vehicles Licensed for the First Time","2018 September","New Exempt Vehicles","Number","364"
"Vehicles Licensed for the First Time","2018 September","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","138"
"Vehicles Licensed for the First Time","2018 September","Secondhand Vehicles","Number","10307"
"Vehicles Licensed for the First Time","2018 September","Secondhand Private Cars","Number","8375"
"Vehicles Licensed for the First Time","2018 September","Secondhand Goods Vehicles","Number","1077"
"Vehicles Licensed for the First Time","2018 September","Secondhand Tractors","Number","137"
"Vehicles Licensed for the First Time","2018 September","Secondhand Other Vehicles","Number","467"
"Vehicles Licensed for the First Time","2018 September","Secondhand Motor Cycles","Number","251"
"Vehicles Licensed for the First Time","2018 October","All Vehicles","Number","16421"
"Vehicles Licensed for the First Time","2018 October","New Vehicles","Number","5086"
"Vehicles Licensed for the First Time","2018 October","New Private Cars","Number","2874"
"Vehicles Licensed for the First Time","2018 October","New Goods Vehicles","Number","1619"
"Vehicles Licensed for the First Time","2018 October","New Tractors","Number","135"
"Vehicles Licensed for the First Time","2018 October","New Motor Cycles","Number","114"
"Vehicles Licensed for the First Time","2018 October","New Exempt Vehicles","Number","269"
"Vehicles Licensed for the First Time","2018 October","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","75"
"Vehicles Licensed for the First Time","2018 October","Secondhand Vehicles","Number","11335"
"Vehicles Licensed for the First Time","2018 October","Secondhand Private Cars","Number","9067"
"Vehicles Licensed for the First Time","2018 October","Secondhand Goods Vehicles","Number","1302"
"Vehicles Licensed for the First Time","2018 October","Secondhand Tractors","Number","173"
"Vehicles Licensed for the First Time","2018 October","Secondhand Other Vehicles","Number","547"
"Vehicles Licensed for the First Time","2018 October","Secondhand Motor Cycles","Number","246"
"Vehicles Licensed for the First Time","2018 November","All Vehicles","Number","14024"
"Vehicles Licensed for the First Time","2018 November","New Vehicles","Number","3277"
"Vehicles Licensed for the First Time","2018 November","New Private Cars","Number","1647"
"Vehicles Licensed for the First Time","2018 November","New Goods Vehicles","Number","1214"
"Vehicles Licensed for the First Time","2018 November","New Tractors","Number","115"
"Vehicles Licensed for the First Time","2018 November","New Motor Cycles","Number","77"
"Vehicles Licensed for the First Time","2018 November","New Exempt Vehicles","Number","165"
"Vehicles Licensed for the First Time","2018 November","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","59"
"Vehicles Licensed for the First Time","2018 November","Secondhand Vehicles","Number","10747"
"Vehicles Licensed for the First Time","2018 November","Secondhand Private Cars","Number","8493"
"Vehicles Licensed for the First Time","2018 November","Secondhand Goods Vehicles","Number","1294"
"Vehicles Licensed for the First Time","2018 November","Secondhand Tractors","Number","177"
"Vehicles Licensed for the First Time","2018 November","Secondhand Other Vehicles","Number","530"
"Vehicles Licensed for the First Time","2018 November","Secondhand Motor Cycles","Number","253"
"Vehicles Licensed for the First Time","2018 December","All Vehicles","Number","9840"
"Vehicles Licensed for the First Time","2018 December","New Vehicles","Number","1587"
"Vehicles Licensed for the First Time","2018 December","New Private Cars","Number","778"
"Vehicles Licensed for the First Time","2018 December","New Goods Vehicles","Number","582"
"Vehicles Licensed for the First Time","2018 December","New Tractors","Number","63"
"Vehicles Licensed for the First Time","2018 December","New Motor Cycles","Number","42"
"Vehicles Licensed for the First Time","2018 December","New Exempt Vehicles","Number","55"
"Vehicles Licensed for the First Time","2018 December","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","67"
"Vehicles Licensed for the First Time","2018 December","Secondhand Vehicles","Number","8253"
"Vehicles Licensed for the First Time","2018 December","Secondhand Private Cars","Number","6461"
"Vehicles Licensed for the First Time","2018 December","Secondhand Goods Vehicles","Number","1056"
"Vehicles Licensed for the First Time","2018 December","Secondhand Tractors","Number","156"
"Vehicles Licensed for the First Time","2018 December","Secondhand Other Vehicles","Number","369"
"Vehicles Licensed for the First Time","2018 December","Secondhand Motor Cycles","Number","211"
"Vehicles Licensed for the First Time","2019 January","All Vehicles","Number","36756"
"Vehicles Licensed for the First Time","2019 January","New Vehicles","Number","26374"
"Vehicles Licensed for the First Time","2019 January","New Private Cars","Number","22279"
"Vehicles Licensed for the First Time","2019 January","New Goods Vehicles","Number","2690"
"Vehicles Licensed for the First Time","2019 January","New Tractors","Number","292"
"Vehicles Licensed for the First Time","2019 January","New Motor Cycles","Number","166"
"Vehicles Licensed for the First Time","2019 January","New Exempt Vehicles","Number","772"
"Vehicles Licensed for the First Time","2019 January","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","175"
"Vehicles Licensed for the First Time","2019 January","Secondhand Vehicles","Number","10382"
"Vehicles Licensed for the First Time","2019 January","Secondhand Private Cars","Number","8131"
"Vehicles Licensed for the First Time","2019 January","Secondhand Goods Vehicles","Number","1313"
"Vehicles Licensed for the First Time","2019 January","Secondhand Tractors","Number","227"
"Vehicles Licensed for the First Time","2019 January","Secondhand Other Vehicles","Number","472"
"Vehicles Licensed for the First Time","2019 January","Secondhand Motor Cycles","Number","239"
"Vehicles Licensed for the First Time","2019 February","All Vehicles","Number","28921"
"Vehicles Licensed for the First Time","2019 February","New Vehicles","Number","18171"
"Vehicles Licensed for the First Time","2019 February","New Private Cars","Number","14178"
"Vehicles Licensed for the First Time","2019 February","New Goods Vehicles","Number","2736"
"Vehicles Licensed for the First Time","2019 February","New Tractors","Number","198"
"Vehicles Licensed for the First Time","2019 February","New Motor Cycles","Number","153"
"Vehicles Licensed for the First Time","2019 February","New Exempt Vehicles","Number","742"
"Vehicles Licensed for the First Time","2019 February","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","164"
"Vehicles Licensed for the First Time","2019 February","Secondhand Vehicles","Number","10750"
"Vehicles Licensed for the First Time","2019 February","Secondhand Private Cars","Number","8674"
"Vehicles Licensed for the First Time","2019 February","Secondhand Goods Vehicles","Number","1203"
"Vehicles Licensed for the First Time","2019 February","Secondhand Tractors","Number","207"
"Vehicles Licensed for the First Time","2019 February","Secondhand Other Vehicles","Number","436"
"Vehicles Licensed for the First Time","2019 February","Secondhand Motor Cycles","Number","230"
"Vehicles Licensed for the First Time","2019 March","All Vehicles","Number","29547"
"Vehicles Licensed for the First Time","2019 March","New Vehicles","Number","18144"
"Vehicles Licensed for the First Time","2019 March","New Private Cars","Number","14404"
"Vehicles Licensed for the First Time","2019 March","New Goods Vehicles","Number","2505"
"Vehicles Licensed for the First Time","2019 March","New Tractors","Number","231"
"Vehicles Licensed for the First Time","2019 March","New Motor Cycles","Number","194"
"Vehicles Licensed for the First Time","2019 March","New Exempt Vehicles","Number","661"
"Vehicles Licensed for the First Time","2019 March","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","149"
"Vehicles Licensed for the First Time","2019 March","Secondhand Vehicles","Number","11403"
"Vehicles Licensed for the First Time","2019 March","Secondhand Private Cars","Number","9101"
"Vehicles Licensed for the First Time","2019 March","Secondhand Goods Vehicles","Number","1219"
"Vehicles Licensed for the First Time","2019 March","Secondhand Tractors","Number","220"
"Vehicles Licensed for the First Time","2019 March","Secondhand Other Vehicles","Number","556"
"Vehicles Licensed for the First Time","2019 March","Secondhand Motor Cycles","Number","307"
"Vehicles Licensed for the First Time","2019 April","All Vehicles","Number","28603"
"Vehicles Licensed for the First Time","2019 April","New Vehicles","Number","17339"
"Vehicles Licensed for the First Time","2019 April","New Private Cars","Number","13794"
"Vehicles Licensed for the First Time","2019 April","New Goods Vehicles","Number","2334"
"Vehicles Licensed for the First Time","2019 April","New Tractors","Number","221"
"Vehicles Licensed for the First Time","2019 April","New Motor Cycles","Number","192"
"Vehicles Licensed for the First Time","2019 April","New Exempt Vehicles","Number","585"
"Vehicles Licensed for the First Time","2019 April","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","213"
"Vehicles Licensed for the First Time","2019 April","Secondhand Vehicles","Number","11264"
"Vehicles Licensed for the First Time","2019 April","Secondhand Private Cars","Number","8728"
"Vehicles Licensed for the First Time","2019 April","Secondhand Goods Vehicles","Number","1334"
"Vehicles Licensed for the First Time","2019 April","Secondhand Tractors","Number","232"
"Vehicles Licensed for the First Time","2019 April","Secondhand Other Vehicles","Number","604"
"Vehicles Licensed for the First Time","2019 April","Secondhand Motor Cycles","Number","366"
"Vehicles Licensed for the First Time","2019 May","All Vehicles","Number","24783"
"Vehicles Licensed for the First Time","2019 May","New Vehicles","Number","12863"
"Vehicles Licensed for the First Time","2019 May","New Private Cars","Number","9126"
"Vehicles Licensed for the First Time","2019 May","New Goods Vehicles","Number","2514"
"Vehicles Licensed for the First Time","2019 May","New Tractors","Number","264"
"Vehicles Licensed for the First Time","2019 May","New Motor Cycles","Number","214"
"Vehicles Licensed for the First Time","2019 May","New Exempt Vehicles","Number","491"
"Vehicles Licensed for the First Time","2019 May","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","254"
"Vehicles Licensed for the First Time","2019 May","Secondhand Vehicles","Number","11920"
"Vehicles Licensed for the First Time","2019 May","Secondhand Private Cars","Number","9062"
"Vehicles Licensed for the First Time","2019 May","Secondhand Goods Vehicles","Number","1385"
"Vehicles Licensed for the First Time","2019 May","Secondhand Tractors","Number","295"
"Vehicles Licensed for the First Time","2019 May","Secondhand Other Vehicles","Number","722"
"Vehicles Licensed for the First Time","2019 May","Secondhand Motor Cycles","Number","456"
"Vehicles Licensed for the First Time","2019 June","All Vehicles","Number","16471"
"Vehicles Licensed for the First Time","2019 June","New Vehicles","Number","6078"
"Vehicles Licensed for the First Time","2019 June","New Private Cars","Number","3858"
"Vehicles Licensed for the First Time","2019 June","New Goods Vehicles","Number","1526"
"Vehicles Licensed for the First Time","2019 June","New Tractors","Number","155"
"Vehicles Licensed for the First Time","2019 June","New Motor Cycles","Number","143"
"Vehicles Licensed for the First Time","2019 June","New Exempt Vehicles","Number","208"
"Vehicles Licensed for the First Time","2019 June","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","188"
"Vehicles Licensed for the First Time","2019 June","Secondhand Vehicles","Number","10393"
"Vehicles Licensed for the First Time","2019 June","Secondhand Private Cars","Number","7998"
"Vehicles Licensed for the First Time","2019 June","Secondhand Goods Vehicles","Number","1187"
"Vehicles Licensed for the First Time","2019 June","Secondhand Tractors","Number","223"
"Vehicles Licensed for the First Time","2019 June","Secondhand Other Vehicles","Number","622"
"Vehicles Licensed for the First Time","2019 June","Secondhand Motor Cycles","Number","363"
"Vehicles Licensed for the First Time","2019 July","All Vehicles","Number","34829"
"Vehicles Licensed for the First Time","2019 July","New Vehicles","Number","23054"
"Vehicles Licensed for the First Time","2019 July","New Private Cars","Number","18741"
"Vehicles Licensed for the First Time","2019 July","New Goods Vehicles","Number","2736"
"Vehicles Licensed for the First Time","2019 July","New Tractors","Number","244"
"Vehicles Licensed for the First Time","2019 July","New Motor Cycles","Number","222"
"Vehicles Licensed for the First Time","2019 July","New Exempt Vehicles","Number","915"
"Vehicles Licensed for the First Time","2019 July","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","196"
"Vehicles Licensed for the First Time","2019 July","Secondhand Vehicles","Number","11775"
"Vehicles Licensed for the First Time","2019 July","Secondhand Private Cars","Number","9203"
"Vehicles Licensed for the First Time","2019 July","Secondhand Goods Vehicles","Number","1339"
"Vehicles Licensed for the First Time","2019 July","Secondhand Tractors","Number","243"
"Vehicles Licensed for the First Time","2019 July","Secondhand Other Vehicles","Number","606"
"Vehicles Licensed for the First Time","2019 July","Secondhand Motor Cycles","Number","384"
"Vehicles Licensed for the First Time","2019 August","All Vehicles","Number","22342"
"Vehicles Licensed for the First Time","2019 August","New Vehicles","Number","10749"
"Vehicles Licensed for the First Time","2019 August","New Private Cars","Number","7202"
"Vehicles Licensed for the First Time","2019 August","New Goods Vehicles","Number","2499"
"Vehicles Licensed for the First Time","2019 August","New Tractors","Number","179"
"Vehicles Licensed for the First Time","2019 August","New Motor Cycles","Number","180"
"Vehicles Licensed for the First Time","2019 August","New Exempt Vehicles","Number","560"
"Vehicles Licensed for the First Time","2019 August","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","129"
"Vehicles Licensed for the First Time","2019 August","Secondhand Vehicles","Number","11593"
"Vehicles Licensed for the First Time","2019 August","Secondhand Private Cars","Number","9320"
"Vehicles Licensed for the First Time","2019 August","Secondhand Goods Vehicles","Number","1194"
"Vehicles Licensed for the First Time","2019 August","Secondhand Tractors","Number","201"
